RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,276,4,12,9,0.3333333333333333,0.4444444444444444,0.380952380952381
2,178,8,22,9,0.36363636363636365,0.8888888888888888,0.5161290322580644
3,159,8,22,9,0.36363636363636365,0.8888888888888888,0.5161290322580644
4,192,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
5,223,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
6,118,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
7,141,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
8,129,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
9,126,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
10,200,8,23,9,0.34782608695652173,0.8888888888888888,0.5
11,138,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
12,115,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
13,122,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
14,157,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
15,468,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
16,100,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
17,113,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
18,69,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
19,132,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
20,106,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
21,86,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
22,115,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
23,78,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
24,85,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
25,110,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
26,106,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
27,75,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
28,130,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
29,117,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
30,109,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
31,79,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
32,110,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
33,71,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
34,92,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
35,97,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
36,97,8,23,9,0.34782608695652173,0.8888888888888888,0.5
37,83,8,23,9,0.34782608695652173,0.8888888888888888,0.5
38,74,8,23,9,0.34782608695652173,0.8888888888888888,0.5
39,65,8,23,9,0.34782608695652173,0.8888888888888888,0.5
