RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,254,7,16,9,0.4375,0.7777777777777778,0.56
2,146,8,25,9,0.32,0.8888888888888888,0.47058823529411764
3,135,8,25,9,0.32,0.8888888888888888,0.47058823529411764
4,214,7,22,9,0.3181818181818182,0.7777777777777778,0.45161290322580644
5,400,8,25,9,0.32,0.8888888888888888,0.47058823529411764
6,130,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
7,187,8,25,9,0.32,0.8888888888888888,0.47058823529411764
8,113,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
9,81,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
10,94,8,25,9,0.32,0.8888888888888888,0.47058823529411764
11,122,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
12,242,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
13,161,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
14,129,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
15,121,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
16,125,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
17,97,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
18,131,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
19,98,8,25,9,0.32,0.8888888888888888,0.47058823529411764
20,113,8,25,9,0.32,0.8888888888888888,0.47058823529411764
21,136,8,25,9,0.32,0.8888888888888888,0.47058823529411764
22,99,8,25,9,0.32,0.8888888888888888,0.47058823529411764
23,141,8,25,9,0.32,0.8888888888888888,0.47058823529411764
24,72,8,25,9,0.32,0.8888888888888888,0.47058823529411764
25,89,8,25,9,0.32,0.8888888888888888,0.47058823529411764
26,71,8,25,9,0.32,0.8888888888888888,0.47058823529411764
27,72,8,25,9,0.32,0.8888888888888888,0.47058823529411764
28,110,8,25,9,0.32,0.8888888888888888,0.47058823529411764
29,127,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
30,171,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
31,74,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
32,80,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
33,135,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
34,74,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
35,123,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
36,85,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
37,88,8,25,9,0.32,0.8888888888888888,0.47058823529411764
38,93,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
39,101,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
40,112,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
41,277,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
42,182,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
43,144,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
44,103,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
45,126,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
46,152,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
47,215,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
48,119,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
49,155,8,25,9,0.32,0.8888888888888888,0.47058823529411764
50,87,8,25,9,0.32,0.8888888888888888,0.47058823529411764
51,108,8,25,9,0.32,0.8888888888888888,0.47058823529411764
52,77,8,25,9,0.32,0.8888888888888888,0.47058823529411764
53,69,8,25,9,0.32,0.8888888888888888,0.47058823529411764
54,68,8,25,9,0.32,0.8888888888888888,0.47058823529411764
55,66,8,25,9,0.32,0.8888888888888888,0.47058823529411764
56,174,8,25,9,0.32,0.8888888888888888,0.47058823529411764
57,80,8,25,9,0.32,0.8888888888888888,0.47058823529411764
58,89,8,25,9,0.32,0.8888888888888888,0.47058823529411764
59,121,8,25,9,0.32,0.8888888888888888,0.47058823529411764
60,240,8,25,9,0.32,0.8888888888888888,0.47058823529411764
61,140,8,25,9,0.32,0.8888888888888888,0.47058823529411764
62,229,8,25,9,0.32,0.8888888888888888,0.47058823529411764
63,137,8,25,9,0.32,0.8888888888888888,0.47058823529411764
64,152,8,25,9,0.32,0.8888888888888888,0.47058823529411764
65,87,8,25,9,0.32,0.8888888888888888,0.47058823529411764
66,96,8,25,9,0.32,0.8888888888888888,0.47058823529411764
67,132,8,25,9,0.32,0.8888888888888888,0.47058823529411764
68,91,8,25,9,0.32,0.8888888888888888,0.47058823529411764
69,97,8,25,9,0.32,0.8888888888888888,0.47058823529411764
70,114,8,25,9,0.32,0.8888888888888888,0.47058823529411764
71,61,8,25,9,0.32,0.8888888888888888,0.47058823529411764
72,66,8,25,9,0.32,0.8888888888888888,0.47058823529411764
73,58,8,25,9,0.32,0.8888888888888888,0.47058823529411764
74,59,8,25,9,0.32,0.8888888888888888,0.47058823529411764
75,123,8,25,9,0.32,0.8888888888888888,0.47058823529411764
76,81,8,25,9,0.32,0.8888888888888888,0.47058823529411764
77,70,8,25,9,0.32,0.8888888888888888,0.47058823529411764
78,113,8,25,9,0.32,0.8888888888888888,0.47058823529411764
79,107,8,25,9,0.32,0.8888888888888888,0.47058823529411764
80,119,8,25,9,0.32,0.8888888888888888,0.47058823529411764
81,147,8,25,9,0.32,0.8888888888888888,0.47058823529411764
82,129,8,25,9,0.32,0.8888888888888888,0.47058823529411764
83,122,8,25,9,0.32,0.8888888888888888,0.47058823529411764
84,91,8,25,9,0.32,0.8888888888888888,0.47058823529411764
85,102,8,25,9,0.32,0.8888888888888888,0.47058823529411764
86,81,8,25,9,0.32,0.8888888888888888,0.47058823529411764
87,72,8,25,9,0.32,0.8888888888888888,0.47058823529411764
