RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,357,8,23,9,0.34782608695652173,0.8888888888888888,0.5
2,199,8,23,9,0.34782608695652173,0.8888888888888888,0.5
3,141,8,23,9,0.34782608695652173,0.8888888888888888,0.5
4,203,9,29,9,0.3103448275862069,1.0,0.4736842105263158
5,124,9,29,9,0.3103448275862069,1.0,0.4736842105263158
6,138,9,29,9,0.3103448275862069,1.0,0.4736842105263158
7,108,9,29,9,0.3103448275862069,1.0,0.4736842105263158
8,87,9,29,9,0.3103448275862069,1.0,0.4736842105263158
9,101,9,29,9,0.3103448275862069,1.0,0.4736842105263158
10,119,9,29,9,0.3103448275862069,1.0,0.4736842105263158
11,111,9,29,9,0.3103448275862069,1.0,0.4736842105263158
12,99,9,29,9,0.3103448275862069,1.0,0.4736842105263158
13,172,9,29,9,0.3103448275862069,1.0,0.4736842105263158
14,87,9,29,9,0.3103448275862069,1.0,0.4736842105263158
15,70,9,30,9,0.3,1.0,0.4615384615384615
16,84,9,29,9,0.3103448275862069,1.0,0.4736842105263158
17,90,9,30,9,0.3,1.0,0.4615384615384615
18,96,9,30,9,0.3,1.0,0.4615384615384615
19,110,9,30,9,0.3,1.0,0.4615384615384615
20,91,9,30,9,0.3,1.0,0.4615384615384615
21,434,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
22,133,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
23,107,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
24,115,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
25,79,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
26,76,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
27,199,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
28,116,8,25,9,0.32,0.8888888888888888,0.47058823529411764
29,103,8,25,9,0.32,0.8888888888888888,0.47058823529411764
30,129,8,25,9,0.32,0.8888888888888888,0.47058823529411764
31,141,8,25,9,0.32,0.8888888888888888,0.47058823529411764
32,104,8,25,9,0.32,0.8888888888888888,0.47058823529411764
33,149,8,25,9,0.32,0.8888888888888888,0.47058823529411764
34,78,8,25,9,0.32,0.8888888888888888,0.47058823529411764
35,81,8,25,9,0.32,0.8888888888888888,0.47058823529411764
36,72,8,25,9,0.32,0.8888888888888888,0.47058823529411764
37,71,8,25,9,0.32,0.8888888888888888,0.47058823529411764
38,73,8,25,9,0.32,0.8888888888888888,0.47058823529411764
39,91,8,25,9,0.32,0.8888888888888888,0.47058823529411764
40,75,8,25,9,0.32,0.8888888888888888,0.47058823529411764
41,91,8,25,9,0.32,0.8888888888888888,0.47058823529411764
42,159,8,25,9,0.32,0.8888888888888888,0.47058823529411764
43,89,8,25,9,0.32,0.8888888888888888,0.47058823529411764
44,136,8,25,9,0.32,0.8888888888888888,0.47058823529411764
45,132,8,25,9,0.32,0.8888888888888888,0.47058823529411764
46,121,8,25,9,0.32,0.8888888888888888,0.47058823529411764
47,112,8,25,9,0.32,0.8888888888888888,0.47058823529411764
48,88,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
49,102,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
50,75,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
51,99,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
52,92,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
53,66,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
54,82,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
55,69,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
56,79,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
57,167,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
58,190,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
59,132,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
60,159,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
61,137,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
62,106,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
63,233,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
64,177,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
65,347,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
66,98,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
67,75,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
68,75,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
69,56,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
70,60,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
71,151,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
72,68,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
73,107,8,28,9,0.2857142857142857,0.8888888888888888,0.43243243243243246
