RequisitionNumber, OntologyConstruction, PropertiesMatching, IndexSearch, JsonLD
1,64,122,99,9
2,47,23,13,6
3,71,30,18,13
4,64,43,20,9
5,50,29,15,6
6,53,21,12,6
7,18,18,8,11
8,17,19,10,6
9,16,6,0,3
10,22,10,5,9
11,16,15,8,5
12,20,6,0,3
13,19,16,8,6
14,66,348,23,3
15,13,10,4,2
16,19,6,0,4
17,16,25,14,3
18,17,19,8,2
19,65,13,5,2
20,16,11,6,8
21,16,12,6,2
22,14,11,4,3
23,15,14,6,6
24,11,11,5,8
25,11,15,9,1
26,10,9,3,2
27,12,11,6,2
28,28,10,3,3
29,11,11,6,3
30,17,15,6,3
31,12,12,7,2
32,15,6,0,3
33,17,25,9,3
34,12,15,9,4
35,12,5,0,2
36,12,20,12,8
37,17,18,10,2
38,16,18,12,3
39,16,18,9,2
40,13,14,7,3
41,10,12,6,2
42,9,20,13,2
43,11,18,10,3
44,11,11,4,3
45,12,5,0,6
46,10,7,0,3
47,12,13,5,2
48,10,10,4,3
49,13,12,6,53
50,9,10,4,1
51,9,10,5,2
52,10,13,5,2
53,14,19,8,3
54,8,10,6,1
55,12,14,9,2
56,35,18,5,3
57,14,13,7,2
58,13,15,8,3
59,16,15,9,3
60,13,14,6,1
61,9,13,6,2
62,24,16,6,8
63,21,13,5,4
64,21,19,9,2
65,16,22,5,2
66,16,15,6,2
67,14,15,8,2
68,16,20,8,2
69,22,11,5,2
70,11,11,6,1
71,18,14,4,2
72,63,29,20,1
73,11,15,7,4
74,219,16,7,3
75,38,14,7,28
76,12,27,10,3
77,13,14,6,3
78,14,17,10,2
79,13,18,6,3
80,9,15,6,3
81,10,7,3,2
82,10,10,5,2
83,15,8,3,2
84,12,10,5,2
85,11,10,3,1
86,11,9,4,3
87,10,50,5,1
88,10,14,7,2
89,11,9,3,2
90,10,10,5,1
91,10,9,4,1
92,9,9,4,2
93,13,20,12,2
94,10,9,3,2
95,14,12,3,2
96,24,15,5,3
97,10,11,4,2
98,13,15,4,2
99,12,14,8,2
100,9,21,14,2
