RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,459,8,27,9,0.2962962962962963,0.8888888888888888,0.4444444444444444
2,176,8,27,9,0.2962962962962963,0.8888888888888888,0.4444444444444444
3,187,8,25,9,0.32,0.8888888888888888,0.47058823529411764
4,170,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
5,237,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
6,148,8,25,9,0.32,0.8888888888888888,0.47058823529411764
7,168,8,25,9,0.32,0.8888888888888888,0.47058823529411764
8,125,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
9,125,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
10,203,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
11,266,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
12,1406,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
13,279,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
14,228,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
15,195,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
16,150,8,23,9,0.34782608695652173,0.8888888888888888,0.5
17,166,8,23,9,0.34782608695652173,0.8888888888888888,0.5
18,146,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
19,117,8,23,9,0.34782608695652173,0.8888888888888888,0.5
20,182,8,23,9,0.34782608695652173,0.8888888888888888,0.5
21,197,8,23,9,0.34782608695652173,0.8888888888888888,0.5
22,201,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
23,116,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
24,133,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
25,99,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
26,186,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
27,227,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
28,293,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
29,185,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
30,208,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
31,289,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
32,193,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
33,315,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
34,248,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
35,186,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
36,181,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
37,165,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
38,244,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
39,142,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
40,157,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
41,263,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
42,164,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
43,197,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
44,207,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
45,120,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
46,163,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
47,238,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
48,154,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
49,195,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
50,106,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
51,194,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
52,170,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
53,157,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
54,183,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
55,152,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
56,364,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
57,245,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
58,202,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
59,146,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
60,174,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
61,226,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
62,368,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
63,395,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
64,282,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
65,125,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
66,322,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
67,171,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
68,168,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
69,206,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
70,128,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
71,106,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
72,82,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
73,83,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
74,229,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
75,340,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
76,205,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
77,261,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
78,154,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
79,203,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
80,168,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
81,230,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
82,201,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
83,132,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
84,165,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
85,175,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
86,139,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
87,160,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
88,168,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
89,160,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
90,160,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
91,153,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
92,152,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
93,160,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
94,160,8,20,9,0.4,0.8888888888888888,0.5517241379310346
95,199,8,20,9,0.4,0.8888888888888888,0.5517241379310346
96,175,8,20,9,0.4,0.8888888888888888,0.5517241379310346
97,161,8,20,9,0.4,0.8888888888888888,0.5517241379310346
98,148,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
99,135,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
100,187,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
