RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,520,8,27,9,0.2962962962962963,0.8888888888888888,0.4444444444444444
2,258,6,17,9,0.35294117647058826,0.6666666666666666,0.46153846153846156
3,173,6,17,9,0.35294117647058826,0.6666666666666666,0.46153846153846156
4,192,6,16,9,0.375,0.6666666666666666,0.4800000000000001
5,328,6,16,9,0.375,0.6666666666666666,0.4800000000000001
6,158,8,25,9,0.32,0.8888888888888888,0.47058823529411764
7,144,8,25,9,0.32,0.8888888888888888,0.47058823529411764
8,1616,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
9,184,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
10,200,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
11,159,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
12,250,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
13,194,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
14,209,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
15,245,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
16,181,8,26,9,0.3076923076923077,0.8888888888888888,0.4571428571428572
17,159,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
18,197,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
19,183,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
20,169,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
21,171,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
22,170,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
23,196,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
24,163,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
25,221,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
26,173,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
27,191,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
28,157,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
29,173,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
30,131,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
31,132,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
32,119,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
33,98,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
34,129,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
35,64,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
36,70,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
37,72,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
38,71,8,21,9,0.38095238095238093,0.8888888888888888,0.5333333333333333
39,116,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
40,229,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
41,94,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
42,97,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
43,254,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
44,136,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
45,77,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
46,73,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
47,122,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
48,220,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
49,303,7,16,9,0.4375,0.7777777777777778,0.56
50,224,7,16,9,0.4375,0.7777777777777778,0.56
51,174,7,16,9,0.4375,0.7777777777777778,0.56
52,216,7,16,9,0.4375,0.7777777777777778,0.56
53,133,7,16,9,0.4375,0.7777777777777778,0.56
54,86,7,16,9,0.4375,0.7777777777777778,0.56
55,100,7,16,9,0.4375,0.7777777777777778,0.56
56,210,7,16,9,0.4375,0.7777777777777778,0.56
57,148,7,16,9,0.4375,0.7777777777777778,0.56
58,107,7,16,9,0.4375,0.7777777777777778,0.56
59,138,7,16,9,0.4375,0.7777777777777778,0.56
60,121,7,16,9,0.4375,0.7777777777777778,0.56
61,337,7,16,9,0.4375,0.7777777777777778,0.56
62,118,7,16,9,0.4375,0.7777777777777778,0.56
63,232,7,16,9,0.4375,0.7777777777777778,0.56
64,316,7,16,9,0.4375,0.7777777777777778,0.56
65,186,7,16,9,0.4375,0.7777777777777778,0.56
66,189,7,16,9,0.4375,0.7777777777777778,0.56
67,133,7,16,9,0.4375,0.7777777777777778,0.56
68,112,7,16,9,0.4375,0.7777777777777778,0.56
69,104,7,16,9,0.4375,0.7777777777777778,0.56
70,121,7,16,9,0.4375,0.7777777777777778,0.56
71,126,7,16,9,0.4375,0.7777777777777778,0.56
72,90,7,16,9,0.4375,0.7777777777777778,0.56
73,104,7,16,9,0.4375,0.7777777777777778,0.56
74,244,7,16,9,0.4375,0.7777777777777778,0.56
75,180,7,16,9,0.4375,0.7777777777777778,0.56
76,156,7,16,9,0.4375,0.7777777777777778,0.56
77,122,7,16,9,0.4375,0.7777777777777778,0.56
78,145,7,16,9,0.4375,0.7777777777777778,0.56
79,235,7,16,9,0.4375,0.7777777777777778,0.56
80,109,7,16,9,0.4375,0.7777777777777778,0.56
81,167,7,16,9,0.4375,0.7777777777777778,0.56
82,164,7,16,9,0.4375,0.7777777777777778,0.56
83,141,7,16,9,0.4375,0.7777777777777778,0.56
84,200,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
85,104,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
86,73,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
87,112,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
88,95,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
89,114,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
90,96,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
91,119,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
92,126,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
93,144,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
94,153,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
95,130,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
96,145,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
97,86,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
98,100,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
99,87,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
100,196,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
