RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
1,451,8,24,9,0.3333333333333333,0.8888888888888888,0.48484848484848486
2,241,6,15,9,0.4,0.6666666666666666,0.5
3,146,6,11,9,0.5454545454545454,0.6666666666666666,0.6
4,129,6,11,9,0.5454545454545454,0.6666666666666666,0.6
5,106,6,11,9,0.5454545454545454,0.6666666666666666,0.6
6,125,6,11,9,0.5454545454545454,0.6666666666666666,0.6
7,135,7,15,9,0.4666666666666667,0.7777777777777778,0.5833333333333334
8,152,7,15,9,0.4666666666666667,0.7777777777777778,0.5833333333333334
9,167,7,15,9,0.4666666666666667,0.7777777777777778,0.5833333333333334
10,164,7,16,9,0.4375,0.7777777777777778,0.56
11,111,7,16,9,0.4375,0.7777777777777778,0.56
12,108,7,16,9,0.4375,0.7777777777777778,0.56
13,138,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
14,106,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
15,93,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
16,80,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
17,102,7,18,9,0.3888888888888889,0.7777777777777778,0.5185185185185185
18,66,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
19,99,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
20,91,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
21,175,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
22,141,7,14,9,0.5,0.7777777777777778,0.6086956521739131
23,176,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
24,96,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
25,76,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
26,103,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
27,67,7,17,9,0.4117647058823529,0.7777777777777778,0.5384615384615384
28,77,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
29,184,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
30,153,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
31,97,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
32,79,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
33,105,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
34,77,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
35,120,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
36,101,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
37,103,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
38,133,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
39,69,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
40,91,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
41,92,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
42,80,8,17,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
43,116,8,16,9,0.5,0.8888888888888888,0.64
44,72,8,16,9,0.5,0.8888888888888888,0.64
45,78,8,16,9,0.5,0.8888888888888888,0.64
46,60,8,16,9,0.5,0.8888888888888888,0.64
47,125,8,16,9,0.5,0.8888888888888888,0.64
48,125,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
49,144,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
50,93,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
51,98,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
52,135,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
53,76,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
54,55,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
55,84,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
56,90,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
57,108,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
58,73,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
59,83,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
60,94,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
61,91,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
62,82,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
63,140,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
64,146,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
65,338,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
