RequisitionNumber, ElapsedTime, totalCorrectEquivProps, totalEquivalentProperties, totalRelevantProps, Precision, Recall, FMeasure
61,124,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
62,133,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
63,183,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
64,209,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
65,277,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
66,111,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
67,87,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
68,87,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
69,91,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
70,66,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
71,87,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
72,80,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
73,88,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
74,87,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
75,140,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
76,105,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
77,88,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
78,91,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
79,156,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
80,93,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
81,117,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
82,93,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
83,64,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
84,78,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
85,90,8,19,9,0.42105263157894735,0.8888888888888888,0.5714285714285714
86,107,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
87,79,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
88,84,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
89,149,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
90,91,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
91,74,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
92,85,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
93,63,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
94,60,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
95,54,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
96,85,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
97,60,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
98,55,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
99,67,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
100,75,8,18,9,0.4444444444444444,0.8888888888888888,0.5925925925925926
